"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
"MENA oil exporters","4412","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","4.76311291","-0.09067582","-6.43846750","-8.14170250","-4.71279946","-1.72413613","-2.54196644","-8.34878651","-2.13985817","3.08097366","-0.59947733",
"MENAP oil importers","4402","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-8.43672226","-7.17783299","-7.11175882","-7.19160289","-6.16185003","-6.39353475","-6.98553751","-7.09453380","-6.13451188","-6.48290568","-6.28241401",
"CCA oil and gas importers","9492","Exports of goods and services, billions of US dollars","BX_USD","Value","28751869816.70570000","27505954282.73220100","24388155723.93389900","23640598332.23519900","28145263053.72919800","31820944668.77309800","36735275796.78320300","28134495058.67950100","35002435517.82039600","50468845243.17839100","64459132596.69539600",
"CCA oil and gas importers","9492","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","-2.00451019","-1.73026747","-2.13830220","-2.28230513","-0.27987869","-7.13669293","-6.06626321","-4.56952333","-6.08531879","-3.57049097","-5.30138320",
"CCA oil and gas exporters","9491","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","3.50290000","0.91883487","-6.37895106","-8.28503953","-2.70537046","2.43296253","-0.42247260","-3.67529177","3.14105970","9.63909575","2.74326250",
"MENA oil exporters","4412","Non-oil revenue, Gen govt, in percent of Non-oil GDP","GGRXO_GDPXO_PT","Value","11.81105089","11.77317254","11.26105751","13.69008984","13.13126544","14.65816947","16.33351434","16.49043073","16.61135976","16.17277315","16.86786266",
"CCA low-income developing countries","9494","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","11.14903517","13.94699906","14.36917767","14.31878575","11.54409360","10.18361654","13.19797864","12.51546115","9.44158839","8.83824671","7.13091267",
"CCA emerging markets and middle-income countries","9493","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","3.92762736","3.84416918","3.97977728","3.96874104","3.68174361","3.54790213","5.42842292","4.53450599","3.53247357","3.51278010","3.37540465",
"MENAP oil importers","4402","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","4.42494268","4.97781280","5.30805896","5.12447264","5.31600987","5.44193900","6.18932728","5.42150947","4.29297916","4.07327841","3.70127881",
"MENA oil exporters","4412","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","15.24707511","16.43397374","15.21746870","12.69044097","11.58012748","12.05256954","12.94317798","10.43742687","9.08478946","9.43395855","9.17126352",
"MENA low-income developing countries","4415","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","3.24356794","3.12002253","1.78454646","1.35329786","1.41159732","2.63324428","2.52360924","1.70315257","2.16992521","2.12524286","1.53420406",
"MENA emerging markets and middle-income countries","4414","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","5.05273899","5.69180948","6.02758313","5.77270371","6.29208821","6.58697226","7.76235990","6.49920520","5.16127407","4.79863939","4.90328788",
"CCA oil and gas exporters","9491","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","6.14689223","8.14124348","7.45975112","6.93828342","6.73111038","6.23287541","6.83227513","7.66338137","6.18486487","6.59643562","6.54501782",
"CCA oil and gas importers","9492","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","8.52219220","10.27448935","10.54049358","10.37328953","8.80182272","7.89679412","10.70988164","10.02755947","7.46626236","6.97669667","5.88202876",
"CCA oil and gas importers","9492","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","33.44021152","34.57225323","37.38486018","40.08787346","58.45166153","56.89301219","61.48939442","76.95976252","69.59368001","60.53460950","58.91578613",
"CCA oil and gas exporters","9491","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","47.14845020","52.10973412","96.02332075","86.62912132","78.79995741","75.81905711","66.57906567","73.44545963","61.67241118","49.91770619","46.19077960",
"MENA emerging markets and middle-income countries","4414","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","37.39283995","38.74579609","38.16920724","42.49737222","60.12585888","59.28963666","67.17086055","66.07140963","61.30062721","70.78230345","57.09916516",
"MENA low-income developing countries","4415","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","62.52853984","53.94480459","60.04943496","76.94346287","97.18484696","110.69870906","115.64159128","137.07350186","105.09327508","99.56994367","115.46659324",
"MENA oil exporters","4412","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","21.40922863","22.12265522","30.37435716","34.78922485","35.47089788","37.96140880","45.13616662","60.73815507","53.27447778","41.23155000","41.85587467",
"MENAP oil importers","4402","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","36.03510123","35.72804190","35.45428491","39.98350446","50.31397321","51.59129509","60.76819724","62.51015613","55.98639257","62.17608577","55.34597100",
"CCA emerging markets and middle-income countries","9493","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","68.61078624","70.70955304","82.97424851","93.72033185","88.63330679","87.04656528","89.49938984","112.29846878","94.96235439","71.30084733","66.31981844",
"CCA low-income developing countries","9494","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","22.25698192","23.74230582","25.77946778","26.23680860","47.61190468","43.73943064","50.31643166","63.82449253","60.20609824","55.90412114","55.39948297",
"CCA low-income developing countries","9494","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","25197375900.42890200","26608201852.06560100","26579265667.69380200","29051622771.46330300","31340045821.70050000","30284688075.93590200","32800490399.60590000","39770535188.03600300","40417165043.12879900","42193998461.86010000","38660611811.62670100",
"CCA emerging markets and middle-income countries","9493","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","5075023221.39000030","4188587593.23999980","4296037931.46000000","4960552852.47000030","5353366912.23999980","5548128586.01000020","6355650539.00000000","6526253565.26000020","7593245688.15395930","9012449019.62837980","9117637179.22990040",
"MENAP oil importers","4402","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","110101744507.14700000","116647390298.52200000","121495963562.46400000","126874327346.21800000","142054731318.21201000","144352070503.27100000","140471995079.41699000","144377137089.03500000","141531478994.13800000","116462941947.20000000","110711903328.48300000",
"MENA oil exporters","4412","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","1392820062465.28000000","1364178382057.61010000","1192346675998.22000000","1048931035964.52000000","988137353678.44910000","1026449629673.31020000","928170057459.95715000","850982433255.02795000","899925373375.54309000","973237701859.09094000","1003679276463.86000000",
"MENA low-income developing countries","4415","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","7680813329.08751960","6438616947.79895970","3345782856.57295990","2921444551.07590010","3050767273.36055990","6602978473.80484010","6328188536.99849130","4805005373.71965980","6953350469.08675960","5206976712.64101030","4598876362.39019010",
"MENA emerging markets and middle-income countries","4414","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","89371070965.37820400","93802497225.30009500","97808288172.64720200","98453641589.18739300","114724833390.05701000","119687542877.58502000","118297148481.34100000","117634474887.86000000","117281128525.05098000","101435465234.55902000","101658126966.09200000",
"CCA oil and gas importers","9492","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","30272399121.81890100","30796789445.30559900","30875303599.15380100","34012175623.93330000","36693412733.94049800","35832816661.94590000","39156140938.60590400","46296788753.29599800","48010410731.28270000","51206447481.48851000","47778248990.85659800",
"MENAP oil importers","4402","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","3.61242920","3.09322206","3.09697099","3.32383212","3.77684038","4.28507742","3.29684426","-0.97494040","3.69945401","5.03662923","1.20337520",
"MENA oil exporters","4412","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","2.21485609","3.17196634","2.98165952","5.38748281","1.36751129","1.54078179","-0.06208309","-3.81004121","4.30818747","6.06424919","2.00352731",
"MENA low-income developing countries","4415","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","3.31280551","3.04111388","-3.12483907","1.44844194","0.73386952","-0.59714195","-0.25572772","-4.19694718","0.68891492","-0.33718701","-9.25156188",
"CCA oil and gas importers","9492","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","6.74243425","6.02299250","5.96250076","4.95092881","5.00121387","5.61078892","6.00956664","-0.45298059","7.67775240","7.17217245","5.66586191",
"CCA oil and gas exporters","9491","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","5.05140670","3.86685514","1.30647250","-0.20874024","3.25957966","3.11805002","3.04665989","-2.95814483","4.46975583","3.33468811","3.88234858",
"CCA oil and gas exporters","9491","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","38939805204.95809900","42966959303.98259700","32931867637.05960100","33687833718.97150000","36333298663.25070200","36552780438.18170200","35322645517.00270100","42024482663.93910200","41463350607.44509900","44198823630.07710300","45653011319.52169800",
"MENAP oil importers","4402","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","-5.14678437","-3.81970511","-4.09772653","-5.33728501","-6.13396220","-6.10543131","-5.28683529","-3.45503467","-3.86735459","-5.55761950","-3.11484336",
"CCA emerging markets and middle-income countries","9493","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","-6.24159505","-9.18001845","-8.02889425","-7.73433579","-5.23452628","-6.96243888","-6.38545062","-8.72665867","-7.45045434","-1.87608663","-3.94868509",
"CCA low-income developing countries","9494","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","-0.65723926","0.50234016","-0.63877272","-0.87426916","1.49958610","-7.21270602","-5.93894192","-3.02433109","-5.58015555","-4.29924318","-5.94380296",
"CCA low-income developing countries","9494","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","7.65837396","6.57267022","6.77652881","5.86113246","4.71086962","5.79631259","5.98345216","1.35784884","7.44187053","5.99652217","5.40370017",
"CCA emerging markets and middle-income countries","9493","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","3.53021818","4.10381082","3.11593324","1.83225459","5.94861984","5.00088067","6.09533712","-6.92400411","8.51269929","11.14126037","6.54145942",
"MENA emerging markets and middle-income countries","4414","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","3.44742425","2.85498529","3.79290543","3.29048923","3.84687144","4.10409609","3.93492963","-0.45025894","3.61852461","5.11990221","3.47860749",
"CCA oil and gas exporters","9491","Crude oil exports, millions of barrels per day","NXGOC_MBD","Value","2261423.04635609","2182479.75705480","2094917.54999315","2076506.12088082","2101133.65948888","2218386.34843151","2148094.01147863","2088290.67297185","1980827.78391781","1926244.02054794","2011850.48164383",
"MENA oil exporters","4412","Crude oil exports, millions of barrels per day","NXGOC_MBD","Value","18717626.34276180","17848096.37079450","18489992.71073530","20086393.83426870","19751024.21981930","20025764.78342360","18920083.13568720","16755841.58161790","17342911.54305650","19472887.38797070","18171137.56587170",
"MENAP oil importers","4402","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","8.54861320","9.82303145","6.88295572","6.35892073","12.85898146","12.85009889","8.96747291","10.00953432","12.95717560","11.80077122","19.50576895",
"MENA low-income developing countries","4415","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","42.80986260","41.66986426","18.01104895","20.31839436","26.92703875","49.94808634","43.00508791","130.14413153","268.85705834","109.53398933","52.91723775",
"CCA oil and gas exporters","9491","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","4.31944812","6.70667326","7.67287545","15.39898598","6.96420733","6.19282770","7.41568254","7.43437162","7.98840093","15.89407729","14.98529348",
"MENA emerging markets and middle-income countries","4414","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","5.07619514","7.42352301","5.89922198","5.79553370","16.03707826","13.52246229","6.32966303","2.42586983","2.97637835","6.86839175","18.37107166",
"CCA low-income developing countries","9494","Balance on Current Account, US Dollars","BCA_USD","Value","-585160295.03992105","490070565.66307199","-640031884.62724996","-869586797.40048301","1159467842.64055990","-4969819056.38405990","-4629777762.97686000","-2317890179.15912010","-4898817749.24670980","-4410240411.84591960","-6828793835.49388890",
"CCA emerging markets and middle-income countries","9493","Balance on Current Account, US Dollars","BCA_USD","Value","-1766992553.19499990","-2683953121.52000000","-2047892015.05999990","-1986763892.39000010","-1453587961.79000000","-2092711061.86999990","-1985628193.70000000","-2485992816.59999990","-2420380764.77000000","-827724803.77000117","-2154517883.12873980",
"MENAP oil importers","4402","Balance on Current Account, US Dollars","BCA_USD","Value","-48883045818.93919400","-38246503384.58619700","-43078060058.92279800","-56475744726.77749600","-59502946006.06690200","-60813771318.79329700","-53782663091.88810000","-35459738638.02100400","-43361520316.73590100","-66475887832.89830800","-34182280730.71170000",
"MENA oil exporters","4412","Balance on Current Account, US Dollars","BCA_USD","Value","375557124552.06000000","229036736897.08096000","-80708861308.89559900","-69260950883.64669800","28508903133.91230000","172595475112.11099000","77223987446.70050000","-65909472509.32350200","172721303049.33499000","441739289211.23395000","226327887644.75601000",
"MENA low-income developing countries","4415","Balance on Current Account, US Dollars","BCA_USD","Value","-9326528870.40008930","-4066076917.92478990","-7181937335.20705030","-7192593269.91633030","-5920961674.57839010","-6399683240.75829030","-7223164255.09566970","-9910557319.62828060","-6961108335.99938960","-10535868429.42289900","-6587009670.73139950",
"MENA emerging markets and middle-income countries","4414","Balance on Current Account, US Dollars","BCA_USD","Value","-37351853016.15770000","-32400481259.49760100","-33824946817.12670100","-45949215127.60590400","-42742642955.32389800","-37456299669.12640400","-35334911531.30840300","-23346752983.71820100","-33580411980.73650400","-38459019403.47540300","-25208271059.98030500",
"CCA oil and gas exporters","9491","Balance on Current Account, US Dollars","BCA_USD","Value","12683879129.17939900","3235940384.44916010","-17815934863.75980000","-17963376968.34940000","-6886415057.15262130","6694028642.10513880","-1194762035.49708010","-9811907999.99999050","9935310199.99999050","36773328035.99400300","11480728803.69160100",
"CCA oil and gas importers","9492","Balance on Current Account, US Dollars","BCA_USD","Value","-2352152848.23492000","-2193882555.85692980","-2687923899.68725010","-2856350689.79048010","-294120119.14943802","-7062530118.25405980","-6615405956.67685990","-4803882995.75912000","-7319198514.01671030","-5237965215.61592010","-8983311718.62262920",
"CCA oil and gas exporters","9491","Imports of goods and services, billions of US dollars","BM_USD","Value","103286882933.71001000","96818278783.10400400","80857030904.17320300","68614241408.63259900","70464152476.45089700","71219128858.53089900","77601189898.54089400","69552299000.00000000","73304910000.00000000","88811413932.74000500","89405093267.76629600",
"CCA oil and gas importers","9492","Imports of goods and services, billions of US dollars","BM_USD","Value","44154590946.95690200","42626214120.57939900","35968840960.30750300","35150502234.82109800","39345870594.42220300","50026110121.39559900","54451691871.61290000","43872911686.12319900","55403457495.62400100","77163766917.29449500","88075689567.07960500",
"MENA emerging markets and middle-income countries","4414","Imports of goods and services, billions of US dollars","BM_USD","Value","209318049482.77496000","212251781348.57800000","197763114053.01700000","194721405450.90799000","204660373938.91998000","218798267567.75296000","218044111497.30002000","182878119658.35001000","217197896446.07901000","272679482294.25000000","253660566058.68600000",
"MENA low-income developing countries","4415","Imports of goods and services, billions of US dollars","BM_USD","Value","34877179647.92269900","32371775034.99499900","28842747649.52100000","26692474355.42369800","30529113448.95000100","30804216844.14609900","35513539795.97049700","35908833410.26590000","40399302593.45649700","46635032945.42260000","38500725098.95780200",
"MENA oil exporters","4412","Imports of goods and services, billions of US dollars","BM_USD","Value","928882655391.63098000","1004496737874.92000000","932963235535.00598000","884208474926.24597000","932116347221.24695000","950118349766.40601000","944725717125.33801000","790100548537.43103000","898634781058.43494000","1086042204228.70010000","1133649596833.20000000",
"CCA emerging markets and middle-income countries","9493","Imports of goods and services, billions of US dollars","BM_USD","Value","14738661663.97499800","15505615243.70999700","13075140251.30999800","12953603052.07000000","14998870838.12999900","17448364069.00000000","18765326850.20999900","14049717130.98000000","17270909543.98000000","25794658205.91999800","30787406276.78910100",
"MENAP oil importers","4402","Imports of goods and services, billions of US dollars","BM_USD","Value","302700947585.58301000","302540480733.89502000","285280566747.71100000","278861652687.28699000","301726167293.27600000","325534332186.72198000","323733228446.55701000","278167806031.34998000","326109578890.56598000","410200385975.28198000","352203291157.64398000",
"CCA low-income developing countries","9494","Imports of goods and services, billions of US dollars","BM_USD","Value","29415929282.98189900","27120598876.86940000","22893700708.99750100","22196899182.75109900","24346999756.29219800","32577746052.39559600","35686365021.40290100","29823194555.14320000","38132547951.64399700","51369108711.37449600","57288283290.29049700",
"MENA oil exporters","4412","Oil real GDP growth, constant prices, percent change","NGDPO_R_PCH_PT","Value","-2.18151345","0.38374680","5.74087197","17.54571126","-0.63040311","-2.91831889","-10.16874177","-3.33659995","4.55927437","9.83836327","0.05512090",
"CCA low-income developing countries","9494","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","89033071149.91510000","97557513559.12318400","100197122910.20700000","99464425072.76750200","77319191328.96949800","68903668677.97200000","77956272814.67019700","76641416359.85440100","87789985444.50660700","102581785358.63100000","114889303744.93901000",
"CCA emerging markets and middle-income countries","9493","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","28309951858.53329800","29236903356.04919800","25506526195.74869900","25687582564.97030300","27769236107.41989900","30057155219.16239900","31096132648.80699900","28487338751.49509800","32486351240.80289800","44119753815.26170300","54562919876.40160400",
"CCA oil and gas exporters","9491","Gas production, millions of barrels per day equivalent","NGDPMG","Value","1706656.63902415","1819301.14861319","1772584.64450360","1730749.11573648","1733755.61643836","1793437.33406364","1833979.91780822","1783531.48165507","2237473.17600660","2251085.67906180","2358218.16054907",
"MENA oil exporters","4412","Gas production, millions of barrels per day equivalent","NGDPMG","Value","12959314.83258960","13156802.40750600","13575019.77204770","14226295.97944280","14407570.23542530","14974749.92562720","15125230.34291360","15049089.83955640","15940618.22307330","16714724.34239620","17381650.54707700",
"MENA oil exporters","4412","Non-Oil real GDP growth, constant prices, percent change","NGDPXO_R_PCH_PT","Value","5.45266197","4.54322987","1.42688464","3.17236719","2.00673362","1.06891607","2.31365956","-3.03406921","4.62318833","4.29444910","3.78982626",
"CCA oil and gas exporters","9491","Non-Oil real GDP growth, constant prices, percent change","NGDPXO_R_PCH_PT","Value","6.64356877","5.68175446","3.54246706","1.40400227","4.15190697","2.95181179","3.85327049","-2.05621079","5.32299858","5.25218906","3.88761285",
"CCA oil and gas exporters","9491","Oil real GDP growth, constant prices, percent change","NGDPO_R_PCH_PT","Value","2.04833419","-0.37865093","-3.64478438","-4.67077157","0.96581128","4.18038500","1.76810745","-5.68793559","2.85257128","-2.06819722","4.45907516",
"MENA oil exporters","4412","Crude oil production, millions of barrels per day","NGDPMO_MBD","Value","24830406.95646550","24632216.46792450","25828824.48167940","28084023.43088500","27507477.67932740","27695447.58592420","26195932.89240250","23360376.95497340","24477771.25870520","27147846.91816010","25992436.71998280",
"CCA oil and gas exporters","9491","Crude oil production, millions of barrels per day","NGDPMO_MBD","Value","2782651.33424657","2742305.86575342","2708827.06849315","2660991.19967221","2773205.16986301","2856581.83561643","2811564.07030137","2637273.67789041","2631960.24967123","2558921.09589041","2659332.35150685",
"CCA oil and gas exporters","9491","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","833226.97808219","925342.77874027","842606.09367562","815388.40273973","834725.82210402","836371.37534247","911884.27945205","863535.21369863","1152021.47945205","1142805.80821918","1232532.79561644",
"MENA oil exporters","4412","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","4475406.74566429","4371114.38503487","4334670.99278570","4536832.28305992","4750816.99173460","4887930.98748092","4828049.48087418","4592609.32238930","4937019.47831634","4864760.45323463","5023504.70432755",
"CCA low-income developing countries","9494","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","27.49804543","27.24600177","25.10817659","24.72161484","24.43166203","27.11039029","26.78418256","25.34504414","26.11179043","30.60818589","29.34236467",
"CCA emerging markets and middle-income countries","9493","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","23.87123120","23.90902140","23.53040473","23.92757149","24.15470380","24.15750166","25.14742545","24.38870323","24.51575320","25.41870575","25.82696050",
"MENAP oil importers","4402","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","17.87178414","17.66838363","17.02503773","16.75407430","17.31786917","17.45488881","16.81769633","17.10501915","17.12431080","17.63001890","17.32957530",
"MENA oil exporters","4412","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","38.45815694","34.32352968","27.48413419","24.74184127","26.10933563","30.79443815","31.48570092","28.47753508","30.16112632","33.31641074","31.45277003",
"MENA emerging markets and middle-income countries","4414","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","21.53728281","21.00001368","20.78519423","20.28304034","21.63667938","21.36562082","20.98197478","20.36894691","20.52323312","20.99615681","21.32067863",
"MENA low-income developing countries","4415","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","14.59767002","13.42900135","9.48863771","7.16843987","6.69114196","9.05940815","8.33203423","7.02942248","9.12887016","12.64978779","7.59534430",
"CCA oil and gas exporters","9491","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","26.24386041","25.49563124","19.25485158","18.69924622","20.77335109","22.57630238","21.80758832","18.88640993","19.14115413","21.96020268","21.71748152",
"CCA oil and gas importers","9492","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","26.62304721","26.47654381","24.78803091","24.55863660","24.35847682","26.21351587","26.31746368","25.08589898","25.68070459","29.04747570","28.21041897",
"CCA low-income developing countries","9494","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","11.80079394","11.78943639","15.78756802","14.06662485","25.84441157","26.88742300","32.57544523","41.75829902","39.24066851","36.31163898","36.26921760",
"CCA emerging markets and middle-income countries","9493","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","33.95695551","35.98927224","41.64571680","47.02669711","47.53722707","45.83593566","46.23229853","63.37259942","55.55092306","43.96273727","43.34521675",
"MENAP oil importers","4402","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","69.43504705","69.29078600","71.99397252","77.81283418","79.64189924","79.17688940","82.60611482","87.77773911","88.27001920","87.46896392","88.63532522",
"MENA oil exporters","4412","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","12.05529110","11.45261731","21.06053599","29.68971555","32.06175349","30.58525358","34.20578851","45.64748737","40.52332389","32.44487509","32.52843110",
"MENA low-income developing countries","4415","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","76.88247760","67.58683162","76.96995986","94.79931389","118.05471593","133.75406000","140.67976884","179.15260542","127.92068693","119.83545174","141.63737251",
"MENA emerging markets and middle-income countries","4414","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","75.45899436","77.01165000","80.06925038","85.62482505","88.22207222","84.40511411","81.29593505","84.62343304","91.82785362","90.07531112","89.92908664",
"CCA oil and gas exporters","9491","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","11.75080527","12.90048504","20.06022128","19.71783291","20.28230224","19.74834029","18.68308608","22.91533720","22.26116048","18.66470075","18.85029908",
"CCA oil and gas importers","9492","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","17.14614683","17.36955797","21.03444474","20.83171471","31.57665945","32.64261342","36.46967682","47.61524935","43.64602930","38.61266850","38.54766026",
"Libya","672","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","-16.29897561","-30.50778965","-28.49232415","-29.28993230","-11.06177862","9.39268395","11.92969122","-22.27300168","14.82838435","23.16646395","6.08794214",
"Tunisia","744","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","-7.04761683","-3.11474618","-4.94855647","-5.86894678","-5.60733527","-4.26532698","-3.60297492","-9.04738931","-7.61756508","-6.64515335","-5.20862343",
"ME&CA Oil Exporters","4400","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","5.33098103","0.00261745","-7.46524825","-8.34820391","-4.52360608","-0.22764873","-1.28180716","-8.46405725","-1.07260682","4.83734180","0.52145937",
"MENAP","440","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","1.82919248","-2.01126988","-7.48109212","-8.20458424","-5.05644991","-2.15119337","-3.10337847","-8.20281894","-2.50750699","2.00927079","-1.06405106",
"ME&CA Low-Income Developing Countries","2011","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","-2.47811348","-1.86531293","-3.35763197","-2.95884599","-3.33368311","-3.13603097","-4.27808069","-3.73881607","-2.55178657","-2.81597185","-4.04642808",
"North Africa","500","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","-7.77697316","-9.55965077","-10.89016794","-11.09456789","-7.91422434","-5.08773194","-5.40693223","-9.00988821","-5.58783524","-3.79520552","-5.17449523",
"MENA","441","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","2.58120741","-1.82214291","-7.80056271","-8.70790216","-5.07091525","-1.77608279","-2.62873829","-8.37630108","-2.13228240","2.96703186","-0.43165570",
"MENA low-income developing countries","4415","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","-5.50556943","-4.17983457","-5.48904330","-4.77777836","-4.63978706","-5.67888570","-6.20144155","-3.63913207","-0.27746864","-2.22650734","-2.89115103",
"MENA emerging markets and middle-income countries","4414","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","-9.58655290","-8.17275823","-8.40730266","-9.01214520","-7.16729888","-7.01248464","-6.45942610","-7.43686763","-6.58478586","-5.68515249","-4.80692313",
"Arab World","489","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","3.09576757","-1.94569343","-8.80958053","-9.97441786","-5.73288893","-1.79219850","-2.47132346","-8.57847455","-1.92442194","3.66486560","0.10912463",
"CCA emerging markets and middle-income countries","9493","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","-1.33033754","-1.72756354","-2.98986070","-3.36777293","-4.02117105","-1.53120886","-1.10215167","-6.87953652","-4.60525000","-1.90487049","-2.04893740",
"West Bank and Gaza","487","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","-1.52949035","-2.54502757","-4.65831184","-2.07678916","-2.77952370","-2.45771946","-4.47895623","-7.37314835","-5.20701171","-0.96156784","-1.25707441",
"MENAP oil importers","4402","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","-8.35649936","-6.53328555","-6.88669625","-6.89754243","-6.09902314","-6.27521009","-6.75959128","-6.93626268","-5.90739981","-6.12120150","-5.69108909",
"CCA oil and gas exporters","9491","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","3.73432161","2.25586958","-5.10161502","-3.45289856","-3.43630568","2.57913910","1.09569907","-5.56589406","-2.29617864","1.78168902","-0.19745053",
"CCA oil and gas importers","9492","Overal fiscal balance, General government, percent of GDP","GGXOFB_GDP","Value","0.28194612","0.31913623","-1.52309367","-1.85040155","-2.83024000","-1.64179299","-2.58854939","-4.94817923","-4.84171823","-2.86857617","-3.89656450",
"CCA oil and gas exporters","9491","Overall non-oil fiscal balance, General Government","GGXOFBXO_GDPXO","Value","-14.48603513","-15.21375705","-16.86381698","-12.65372136","-14.25256389","-10.30056538","-10.52525125","-13.71807050","-12.00457017","-11.04992304","-10.95678206",
